timestamp,1_executor_shuffleBytesWritten_count,1_jvm_direct_count_value,1_jvm_heap_committed_value,1_jvm_heap_used_value,1_jvm_pools_PS-Survivor-Space_committed_value,1_jvm_pools_PS-Survivor-Space_used_value,2_executor_bytesWritten_count,2_jvm_heap_committed_value,2_jvm_heap_used_value,2_jvm_pools_PS-Old-Gen_used_value,2_jvm_pools_PS-Survivor-Space_committed_value,3_NettyBlockTransfer_shuffle-server_usedDirectMemory_value,3_executor_bytesWritten_count,3_jvm_heap_committed_value,3_jvm_heap_used_value,3_jvm_pools_PS-Eden-Space_committed_value,3_jvm_pools_PS-Eden-Space_used_value,3_jvm_pools_PS-Old-Gen_used_value,3_jvm_pools_PS-Survivor-Space_committed_value,driver_DAGScheduler_job_activeJobs_value,driver_DAGScheduler_job_allJobs_value,driver_DAGScheduler_messageProcessingTime_m15_rate,driver_DAGScheduler_messageProcessingTime_m5_rate,driver_DAGScheduler_stage_waitingStages_value,driver_LiveListenerBus_listenerProcessingTime_org_apache_spark_HeartbeatReceiver_mean_rate,driver_jvm_non-heap_committed_value,driver_jvm_pools_Metaspace_committed_value,driver_jvm_pools_PS-Old-Gen_usage_value,node5_MEM_active,node6_CPU002_Idle%,node6_CPU002_Sys%,node6_CPU004_Idle%,node6_CPU006_Idle%,node6_MEM_active,node6_MEM_memfree,node6_NETPACKET_ib0-read/s,node6_NET_ib0-read-KB/s,node6_NET_ib0-write-KB/s,node7_CPU002_Idle%,node7_MEM_memfree,node8_CPU004_Idle%,node8_CPU006_Idle%,node8_PROC_pswitch,is_anomaly
2018-05-04 03:44:41,379205.0,44.0,2519203840.0,632051072.0,89128960.0,89117632.0,652.0,2532835328.0,776344568.0,202685152.0,8388608.0,-1,-1,-1,-1,-1,-1,-1,-1,1.0,7.0,0.915648,2.682154,0.0,38.894276,105119744.0,74973184.0,0.0016247829688446,11119.9,67.7,1.0,47.5,67.0,126864.4,611279.8,780.5,3356.9,6861.0,100.0,725864.9,96.0,98.0,18061.7,0
2018-05-04 03:44:42,379205.0,44.0,2519203840.0,640887344.0,89128960.0,89117632.0,652.0,2532835328.0,786065912.0,202685152.0,8388608.0,-1,-1,-1,-1,-1,-1,-1,-1,1.0,7.0,1.018054,2.958476,0.0,37.750541,105185280.0,74973184.0,0.0016247829688446,11120.0,67.0,1.0,70.0,68.0,126864.4,611280.4,20.9,1.5,3254.0,100.0,725862.9,99.0,100.0,1567.4,0
2018-05-04 03:44:43,379205.0,44.0,2519203840.0,648666696.0,89128960.0,89117632.0,652.0,2532835328.0,788852896.0,202685152.0,8388608.0,-1,-1,-1,-1,-1,-1,-1,-1,1.0,7.0,1.018054,2.958476,0.0,36.650054,105578496.0,75235328.0,0.0016247829688446,11120.0,67.0,1.0,70.1,65.0,126864.4,611280.1,109.6,3272.1,6526.9,100.0,725861.2,100.0,100.0,1610.3,0
2018-05-04 03:44:44,379205.0,44.0,2519203840.0,657497736.0,89128960.0,89117632.0,652.0,2532835328.0,797568776.0,202685152.0,8388608.0,-1,-1,-1,-1,-1,-1,-1,-1,1.0,7.0,1.018054,2.958476,0.0,35.644917,105578496.0,75235328.0,0.0016247829688446,11120.0,36.0,4.0,35.0,40.4,128092.7,610050.6,118.4,3268.8,6508.5,100.0,725857.1,100.0,100.0,1583.6,0
2018-05-04 03:44:45,452676.0,78.0,2519203840.0,1275689504.0,89128960.0,89117632.0,834.0,2613575680.0,371511616.0,202693344.0,89128960.0,-1,-1,-1,-1,-1,-1,-1,-1,2.0,8.0,1.018054,2.958476,0.0,36.521437,105775104.0,75235328.0,0.0016247829688446,11120.1,48.5,2.0,48.5,46.5,128177.0,609965.4,668.2,3358.1,3378.9,95.0,725754.4,100.0,95.0,3433.1,0
2018-05-04 03:44:46,452676.0,78.0,2519203840.0,1283470936.0,89128960.0,89117632.0,834.0,2613575680.0,372934720.0,202693344.0,89128960.0,-1,-1,-1,-1,-1,-1,-1,-1,1.0,8.0,1.018054,2.958476,0.0,39.228746,106430464.0,75235328.0,0.0016480568973791,11120.1,65.7,0.0,64.3,61.0,122502.2,615650.3,103.5,3267.0,6516.1,100.0,725754.0,97.0,91.0,14439.9,0
2018-05-04 03:44:47,452676.0,78.0,2519203840.0,1294427888.0,89128960.0,89117632.0,834.0,2613575680.0,381032408.0,202693344.0,89128960.0,-1,-1,-1,-1,-1,-1,-1,-1,1.0,8.0,1.119893,3.23023,0.0,38.237583,106496000.0,75235328.0,0.0016480568973791,11120.1,27.0,16.0,31.6,22.0,123131.2,615022.3,109.6,3270.4,6509.5,100.0,725754.0,100.0,100.0,1537.6,0
2018-05-04 03:44:48,452676.0,78.0,2519203840.0,1295509504.0,89128960.0,89117632.0,834.0,2613575680.0,396481984.0,202693344.0,89128960.0,-1,-1,-1,-1,-1,-1,-1,-1,1.0,8.0,1.119893,3.23023,0.0,37.300745,106496000.0,75235328.0,0.0016480568973791,11120.1,54.5,2.0,44.9,0.0,123131.8,615021.2,89.7,3265.5,3246.4,100.0,725754.2,100.0,99.0,1758.7,0
2018-05-04 03:44:49,452676.0,78.0,2519203840.0,1304319720.0,89128960.0,89117632.0,834.0,2613575680.0,397904904.0,202693344.0,89128960.0,-1,-1,-1,-1,-1,-1,-1,-1,1.0,8.0,1.119893,3.23023,0.0,36.386945,106496000.0,75235328.0,0.0016480568973791,11120.1,60.4,1.0,36.4,0.0,123130.6,615020.8,105.6,3272.8,6487.5,100.0,725754.5,100.0,100.0,1518.0,0
2018-05-04 03:44:50,525628.0,48.0,3223846912.0,725198088.0,94896128.0,94638960.0,1009.0,2613575680.0,1157786760.0,202693344.0,89128960.0,-1,-1,-1,-1,-1,-1,-1,-1,2.0,9.0,1.119893,3.23023,1.0,36.195457,106823680.0,75497472.0,0.0016480568973791,11124.3,63.6,3.0,39.4,0.0,119677.7,618478.8,1023.6,3451.0,6859.2,95.0,725662.0,99.0,100.0,4415.1,0
2018-05-04 03:44:51,525628.0,48.0,3223846912.0,733970840.0,94896128.0,94638960.0,1009.0,2613575680.0,1165894360.0,202693344.0,89128960.0,-1,-1,-1,-1,-1,-1,-1,-1,1.0,9.0,1.119893,3.23023,0.0,38.214008,106823680.0,75497472.0,0.0016480568973791,11124.4,73.0,2.0,73.0,29.3,119678.2,618476.7,671.9,3333.5,3588.8,100.0,725660.8,98.0,100.0,15500.7,0
2018-05-04 03:44:52,525628.0,48.0,3223846912.0,735235552.0,94896128.0,94638960.0,1009.0,2613575680.0,1173997200.0,202693344.0,89128960.0,-1,-1,-1,-1,-1,-1,-1,-1,1.0,9.0,1.223384,3.5041050000000005,0.0,37.345725,106823680.0,75497472.0,0.0016480568973791,11124.5,65.0,1.0,40.6,62.4,119678.1,618477.0,115.6,3268.3,6529.0,100.0,725661.1,99.0,100.0,1841.9,0
2018-05-04 03:44:53,525628.0,48.0,3223846912.0,743171328.0,94896128.0,94638960.0,1009.0,2613575680.0,1183279960.0,202693344.0,89128960.0,-1,-1,-1,-1,-1,-1,-1,-1,1.0,9.0,1.223384,3.5041050000000005,0.0,36.518336,106823680.0,75497472.0,0.0016480568973791,11124.5,75.2,2.0,74.7,20.2,119677.6,618480.7,113.6,3262.2,6519.1,100.0,725661.4,100.0,100.0,1442.0,0
2018-05-04 03:44:54,525628.0,48.0,3223846912.0,745700728.0,94896128.0,94638960.0,1009.0,2613575680.0,1199338688.0,202693344.0,89128960.0,-1,-1,-1,-1,-1,-1,-1,-1,1.0,9.0,1.223384,3.5041050000000005,0.0,35.776905,106823680.0,75497472.0,0.0016480568973791,11124.5,77.8,1.0,72.0,79.0,119677.5,618481.4,84.7,3263.0,3268.1,100.0,725661.8,100.0,100.0,1603.5,0
2018-05-04 03:44:55,549394.0,48.0,3223846912.0,909801304.0,94896128.0,94638960.0,1298.0,2839019520.0,1174643808.0,202701536.0,79167488.0,-1,-1,-1,-1,-1,-1,-1,-1,2.0,10.0,1.223384,3.5041050000000005,0.0,35.667926,106823680.0,75497472.0,0.0016480568973791,11124.5,73.3,3.0,75.0,77.2,120070.1,618087.9,897.1,6642.3,6675.5,100.0,725661.9,100.0,99.0,4072.4,0
2018-05-04 03:44:56,549394.0,48.0,3223846912.0,924435216.0,94896128.0,94638960.0,1298.0,2839019520.0,1176036024.0,202701536.0,79167488.0,-1,-1,-1,-1,-1,-1,-1,-1,1.0,10.0,1.223384,3.5041050000000005,0.0,37.403758,107020288.0,75497472.0,0.0016480568973791,11124.5,76.5,1.0,73.0,83.0,120066.6,618092.7,59.7,3.5,6505.6,100.0,725661.8,96.0,99.0,16491.5,0
2018-05-04 03:44:57,549394.0,48.0,3223846912.0,934540224.0,94896128.0,94638960.0,1298.0,2839019520.0,1184805760.0,202701536.0,79167488.0,-1,-1,-1,-1,-1,-1,-1,-1,1.0,10.0,1.324085,3.766841,0.0,36.692096,107020288.0,75497472.0,0.0016480568973791,11124.6,78.0,1.0,74.5,77.2,120071.6,618087.5,27.8,1.8,3260.4,100.0,725661.9,100.0,100.0,1760.8,0
2018-05-04 03:44:58,549394.0,48.0,3223846912.0,935804792.0,94896128.0,94638960.0,1298.0,2839019520.0,1192852688.0,202701536.0,79167488.0,-1,-1,-1,-1,-1,-1,-1,-1,1.0,10.0,1.324085,3.766841,0.0,35.990312,107020288.0,75497472.0,0.0016480568973791,11124.6,75.2,2.0,76.0,79.0,120071.1,618090.4,167.0,6491.0,6485.2,100.0,725662.3,100.0,100.0,1514.4,0
2018-05-04 03:44:59,549394.0,48.0,3223846912.0,938333888.0,94896128.0,94638960.0,1298.0,2839019520.0,1207667192.0,202701536.0,79167488.0,-1,-1,-1,-1,-1,-1,-1,-1,1.0,10.0,1.324085,3.766841,0.0,35.275436,107085824.0,75497472.0,0.0016480568973791,11124.6,72.7,1.0,75.0,73.0,120035.6,618124.9,170.0,6493.8,6530.0,100.0,725662.1,100.0,100.0,1622.3,0
2018-05-04 03:45:00,598352.0,78.0,3223846912.0,1405746600.0,94896128.0,94638960.0,1481.0,2884632576.0,531293200.0,202709728.0,124780544.0,-1,-1,-1,-1,-1,-1,-1,-1,2.0,11.0,1.324085,3.766841,0.0,35.18725900000001,107610112.0,75759616.0,0.0016480568973791,11124.7,87.0,2.0,72.0,76.2,120006.5,618152.3,1081.3,3375.7,3643.2,99.0,725660.7,98.0,99.0,4240.6,0
2018-05-04 03:45:01,598352.0,78.0,3223846912.0,1413748136.0,94896128.0,94638960.0,1481.0,2884632576.0,532800816.0,202709728.0,124780544.0,-1,-1,-1,-1,-1,-1,-1,-1,1.0,11.0,1.324085,3.766841,0.0,36.75769,108199936.0,75759616.0,0.0016480568973791,11215.0,95.0,1.0,97.1,97.0,120006.1,618151.1,567.1,64.6,6797.7,100.0,725660.4,100.0,99.0,14305.1,0
2018-05-04 03:45:02,598352.0,78.0,3223846912.0,1421705904.0,94896128.0,94638960.0,1481.0,2884632576.0,540995864.0,202709728.0,124780544.0,-1,-1,-1,-1,-1,-1,-1,-1,1.0,11.0,1.424228,4.025233999999998,0.0,36.069996,108199936.0,75759616.0,0.0016480568973791,11215.0,2.0,0.0,98.0,78.6,120006.2,618149.1,109.6,3257.9,6525.0,100.0,725659.2,100.0,100.0,1550.4,0
2018-05-04 03:45:03,598352.0,78.0,3223846912.0,1436350584.0,94896128.0,94638960.0,1481.0,2884632576.0,543424072.0,202709728.0,124780544.0,-1,-1,-1,-1,-1,-1,-1,-1,1.0,11.0,1.424228,4.025233999999998,0.0,35.447986,108199936.0,75759616.0,0.0016480568973791,11215.0,0.0,1.0,12.0,90.1,120006.1,618150.3,24.9,1.7,3267.6,100.0,725659.6,99.0,100.0,1531.5,0
2018-05-04 03:45:04,598352.0,78.0,3223846912.0,1438879680.0,94896128.0,94638960.0,1481.0,2884632576.0,551606656.0,202709728.0,124780544.0,-1,-1,-1,-1,-1,-1,-1,-1,1.0,11.0,1.424228,4.025233999999998,0.0,34.849665,108199936.0,75759616.0,0.0016480568973791,11215.0,83.0,0.0,61.0,91.9,120006.2,618150.6,104.6,3254.5,6510.7,100.0,725659.6,100.0,100.0,1388.8,0
2018-05-04 03:45:05,692990.0,20.0,3303538688.0,254069248.0,131596288.0,91369744.0,1664.0,2884632576.0,1162115968.0,202709728.0,124780544.0,-1,-1,-1,-1,-1,-1,-1,-1,2.0,12.0,1.424228,4.025233999999998,1.0,34.739892,108396544.0,75759616.0,0.0016480568973791,11215.0,98.0,1.0,89.9,96.0,120133.6,618020.5,759.8,6597.3,6652.6,97.0,725065.6,98.0,100.0,3502.1,0
2018-05-04 03:45:06,692990.0,20.0,3303538688.0,270812512.0,131596288.0,91369744.0,1664.0,2884632576.0,1163623584.0,202709728.0,124780544.0,-1,-1,-1,-1,-1,-1,-1,-1,1.0,12.0,1.424228,4.025233999999998,0.0,36.248295,108527616.0,75759616.0,0.0016480568973791,11215.0,100.0,0.0,100.0,100.0,120132.7,618021.1,30.9,2.0,3273.8,100.0,725059.8,100.0,100.0,10616.0,0
2018-05-04 03:45:07,692990.0,20.0,3303538688.0,274216880.0,131596288.0,91369744.0,1664.0,2884632576.0,1172174304.0,202709728.0,124780544.0,-1,-1,-1,-1,-1,-1,-1,-1,1.0,12.0,1.526033,4.285968,0.0,35.685655,108724224.0,75759616.0,0.0016480568973791,11215.1,100.0,0.0,100.0,100.0,120132.7,618019.9,109.6,3259.2,6512.3,100.0,725057.6,99.0,100.0,1334.9,0
2018-05-04 03:45:08,692990.0,20.0,3303538688.0,281865776.0,131596288.0,91369744.0,1664.0,2884632576.0,1180330600.0,202709728.0,124780544.0,-1,-1,-1,-1,-1,-1,-1,-1,1.0,12.0,1.526033,4.285968,0.0,35.090102,108724224.0,75759616.0,0.0016480568973791,11215.1,100.0,0.0,100.0,100.0,120132.8,618020.3,121.6,3259.1,6491.1,100.0,725057.6,100.0,99.0,1571.3,0
2018-05-04 03:45:09,692990.0,20.0,3303538688.0,283853032.0,131596288.0,91369744.0,1664.0,2884632576.0,1195177680.0,202709728.0,124780544.0,-1,-1,-1,-1,-1,-1,-1,-1,1.0,12.0,1.526033,4.285968,0.0,34.54927,108724224.0,75759616.0,0.0016480568973791,11215.1,82.8,1.0,88.9,95.0,103152.4,635031.9,81.7,3256.5,3257.8,100.0,725058.4,100.0,100.0,1587.4,0
2018-05-04 03:45:10,753333.0,50.0,3303538688.0,747009960.0,131596288.0,91369744.0,1857.0,3128426496.0,530091976.0,202717920.0,103809024.0,-1,-1,-1,-1,-1,-1,-1,-1,2.0,13.0,1.526033,4.285968,0.0,34.694035,108855296.0,75759616.0,0.0016480568973791,11214.1,98.0,1.0,98.0,98.0,103401.5,634782.9,1083.3,6646.7,6856.8,100.0,725057.9,98.0,98.0,6080.4,0
2018-05-04 03:45:11,753333.0,50.0,3303538688.0,748003456.0,131596288.0,91369744.0,1857.0,3128426496.0,545014888.0,202717920.0,103809024.0,-1,-1,-1,-1,-1,-1,-1,-1,1.0,13.0,1.526033,4.285968,0.0,35.807721,109445120.0,76021760.0,0.0016480568973791,11214.8,100.0,0.0,100.0,100.0,103417.5,634765.2,540.2,6550.3,6754.9,100.0,725055.9,99.0,99.0,12087.1,0
2018-05-04 03:45:12,753333.0,50.0,3303538688.0,749990408.0,131596288.0,91369744.0,1857.0,3128426496.0,559891664.0,202717920.0,103809024.0,-1,-1,-1,-1,-1,-1,-1,-1,1.0,13.0,1.625057,4.535781,0.0,35.282263,109510656.0,76021760.0,0.0016480568973791,11215.8,100.0,0.0,100.0,100.0,103425.7,634757.7,316.0,3299.5,3347.1,100.0,725056.2,100.0,100.0,2966.7,0
2018-05-04 03:45:13,753333.0,50.0,3303538688.0,750983904.0,131596288.0,91369744.0,1857.0,3128426496.0,568862080.0,202717920.0,103809024.0,-1,-1,-1,-1,-1,-1,-1,-1,1.0,13.0,1.625057,4.535781,0.0,34.77437800000001,109510656.0,76021760.0,0.0016480568973791,11214.5,100.0,0.0,100.0,99.0,103425.7,634758.2,165.6,6526.4,6500.7,99.0,725056.6,99.0,100.0,1360.0,0
2018-05-04 03:45:14,753333.0,50.0,3303538688.0,766306080.0,131596288.0,91369744.0,1857.0,3128426496.0,570444592.0,202717920.0,103809024.0,-1,-1,-1,-1,-1,-1,-1,-1,1.0,13.0,1.625057,4.535781,0.0,34.266049,109510656.0,76021760.0,0.0016480568973791,11214.5,100.0,0.0,100.0,100.0,103425.9,634758.7,52.8,3.2,6501.7,100.0,725055.9,99.0,100.0,1549.1,0
