timestamp,1_jvm_heap_max_value,1_jvm_pools_PS-Eden-Space_max_value,1_jvm_pools_PS-Survivor-Space_committed_value,2_jvm_heap_committed_value,driver_BlockManager_memory_memUsed_MB_value,driver_BlockManager_memory_remainingMem_MB_value,driver_DAGScheduler_stage_waitingStages_value,node5_NET_ib0-write-KB/s,node6_CPU031_User%,node6_NETPACKET_em1-write/s,node6_NET_ib0-write-KB/s,node7_NET_ib0-read-KB/s,is_anomaly
2018-05-10 21:17:13,30542397440.0,11337728000.0,26214400.0,3266314240.0,248.0,120274.0,0.0,6.5,0.0,29.9,9.2,42112.8,0
2018-05-10 21:17:14,30542397440.0,11337728000.0,26214400.0,3266314240.0,260.0,120261.0,0.0,2.9,0.0,26.9,19.0,90738.1,0
2018-05-10 21:17:15,30542397440.0,11239161856.0,89128960.0,4124049408.0,274.0,120247.0,0.0,5.6,12.9,301.2,334.3,45278.7,0
2018-05-10 21:17:16,30542397440.0,11239161856.0,89128960.0,4124049408.0,231.0,120290.0,0.0,45.4,11.0,519.4,1024.1,45272.0,0
2018-05-10 21:17:17,30542397440.0,11239161856.0,89128960.0,4124049408.0,244.0,120278.0,0.0,129.9,0.0,33.9,27.9,45088.9,0
2018-05-10 21:17:18,30542397440.0,11239161856.0,89128960.0,4124049408.0,256.0,120265.0,0.0,85.9,0.0,38.9,22.5,44995.4,0
2018-05-10 21:17:19,30542397440.0,11239161856.0,89128960.0,4124049408.0,263.0,120259.0,0.0,3.1,0.0,27.9,23.6,3.1,0
2018-05-10 21:17:20,30542397440.0,11239161856.0,89128960.0,4124049408.0,276.0,120245.0,0.0,32.4,15.8,337.0,293.7,90248.4,0
2018-05-10 21:17:21,30542397440.0,11239161856.0,89128960.0,4124049408.0,238.0,120283.0,0.0,37.2,76.0,363.6,575.5,45246.4,0
2018-05-10 21:17:22,30542397440.0,11239161856.0,89128960.0,4124049408.0,244.0,120277.0,0.0,224.9,28.0,111.7,114.5,48299.6,0
2018-05-10 21:17:23,30542397440.0,11239161856.0,89128960.0,4124049408.0,257.0,120264.0,0.0,3.9,25.0,118.7,5330.1,90752.8,0
2018-05-10 21:17:24,30542397440.0,11239161856.0,89128960.0,4124049408.0,270.0,120251.0,0.0,2.9,1.0,40.9,339.4,68.4,0
2018-05-10 21:17:25,30542397440.0,11233394688.0,92798976.0,4124049408.0,277.0,120244.0,0.0,42.9,16.2,321.1,736.8,256.8,0
2018-05-10 21:17:26,30542397440.0,11233394688.0,92798976.0,4189585408.0,290.0,120231.0,0.0,276.1,15.0,957.2,2858.4,389.7,0
2018-05-10 21:17:27,30542397440.0,11233394688.0,92798976.0,4189585408.0,303.0,120219.0,0.0,55.8,1.0,38.9,24.5,45360.5,0
2018-05-10 21:17:28,30542397440.0,11233394688.0,92798976.0,4189585408.0,309.0,120212.0,0.0,2.7,0.0,29.9,23.7,45348.3,0
2018-05-10 21:17:29,30542397440.0,11233394688.0,92798976.0,4189585408.0,322.0,120199.0,0.0,3.4,0.0,29.9,187.6,44622.3,0
2018-05-10 21:17:30,30542397440.0,11233394688.0,92798976.0,4189585408.0,335.0,120186.0,0.0,39.3,10.0,244.5,254.6,89.8,0
2018-05-10 21:17:31,30542397440.0,11233394688.0,92798976.0,4189585408.0,342.0,120180.0,0.0,332.5,9.0,245.3,450.4,161.4,0
2018-05-10 21:17:32,30542397440.0,11233394688.0,92798976.0,4189585408.0,354.0,120167.0,0.0,38.8,0.0,30.9,340.3,94.9,0
2018-05-10 21:17:34,30542397440.0,11233394688.0,92798976.0,4189585408.0,374.0,120148.0,0.0,3151.7,1.0,32.9,77.8,41965.1,0
2018-05-10 21:17:35,30542397440.0,11233394688.0,92798976.0,4189585408.0,387.0,120134.0,0.0,6317.7,19.0,162.6,153.5,6352.2,0
2018-05-10 21:17:36,30542397440.0,11233394688.0,92798976.0,4773642240.0,239.0,120282.0,0.0,6402.6,27.3,828.5,1570.8,48986.7,0
2018-05-10 21:17:37,30542397440.0,11233394688.0,92798976.0,4773642240.0,245.0,120276.0,0.0,3301.3,0.0,33.9,21.4,45362.5,0
2018-05-10 21:17:38,30542397440.0,11233394688.0,92798976.0,4773642240.0,258.0,120263.0,0.0,6323.4,0.0,26.9,22.7,6329.2,0
2018-05-10 21:17:39,30542397440.0,11233394688.0,92798976.0,4773642240.0,271.0,120251.0,0.0,6331.6,0.0,32.9,100.3,9674.1,0
2018-05-10 21:17:40,30542397440.0,11198267392.0,126877696.0,4773642240.0,277.0,120244.0,0.0,3213.4,30.3,482.6,464.0,84023.5,0
2018-05-10 21:17:41,30542397440.0,11198267392.0,126877696.0,4773642240.0,232.0,120289.0,0.0,6550.1,67.3,325.0,400.0,90922.8,0
2018-05-10 21:17:42,30542397440.0,11198267392.0,126877696.0,4773642240.0,245.0,120276.0,0.0,6682.9,0.0,139.6,104.9,6519.4,0
2018-05-10 21:17:43,30542397440.0,11198267392.0,126877696.0,4773642240.0,252.0,120270.0,0.0,6423.6,0.0,128.6,3757.3,3252.9,0
2018-05-10 21:17:44,30542397440.0,11198267392.0,126877696.0,4773642240.0,264.0,120257.0,0.0,6511.5,5.0,25.9,359.1,91055.6,0
2018-05-10 21:17:45,30542397440.0,11198267392.0,126877696.0,4773642240.0,278.0,120244.0,0.0,6567.5,31.7,713.0,2505.3,9902.5,0
2018-05-10 21:17:46,30542397440.0,11198267392.0,126877696.0,4773642240.0,232.0,120289.0,0.0,3456.1,2.0,431.6,991.2,42525.8,0
2018-05-10 21:17:47,30542397440.0,11198267392.0,126877696.0,4773642240.0,245.0,120276.0,0.0,6593.5,0.0,23.9,35.3,48793.5,0
2018-05-10 21:17:48,30542397440.0,11198267392.0,126877696.0,4773642240.0,258.0,120263.0,0.0,6529.5,0.0,38.9,24.2,6527.8,0
2018-05-10 21:17:49,30542397440.0,11198267392.0,126877696.0,4773642240.0,264.0,120257.0,0.0,3260.9,3.0,37.9,179.3,233708.0,0
2018-05-10 21:17:50,30542397440.0,11198267392.0,126877696.0,4793565184.0,277.0,120244.0,0.0,6545.1,3.0,284.2,302.5,6719.1,0
2018-05-10 21:17:51,30542397440.0,11198267392.0,126877696.0,4793565184.0,239.0,120283.0,0.0,6675.5,2.0,336.0,566.6,47430.6,0
2018-05-10 21:17:52,30542397440.0,11198267392.0,126877696.0,4793565184.0,245.0,120276.0,0.0,3800.5,0.0,34.9,34.8,3447.0,0
2018-05-10 21:17:53,30542397440.0,11198267392.0,126877696.0,4793565184.0,258.0,120264.0,0.0,13079.0,1.0,26.9,4335.6,48723.2,0
2018-05-10 21:17:54,30542397440.0,11198267392.0,126877696.0,4793565184.0,270.0,120251.0,0.0,6528.8,0.0,31.9,101.9,52086.4,0
2018-05-10 21:17:55,30542397440.0,11198267392.0,116391936.0,4793565184.0,277.0,120244.0,0.0,3301.3,1.0,343.9,257.1,84776.1,0
2018-05-10 21:17:56,30542397440.0,11198267392.0,116391936.0,4793565184.0,231.0,120290.0,0.0,6685.7,3.1,5537.0,1052.9,6682.1,0
2018-05-10 21:17:57,30542397440.0,11198267392.0,116391936.0,4793565184.0,244.0,120278.0,0.0,6668.6,0.0,2896.4,20.1,52153.4,0
2018-05-10 21:17:58,30542397440.0,11198267392.0,116391936.0,4793565184.0,250.0,120271.0,0.0,3289.8,1.0,347.9,56.4,82748.3,0
2018-05-10 21:17:59,30542397440.0,11198267392.0,116391936.0,4793565184.0,263.0,120258.0,0.0,6509.8,0.0,744.9,6450.1,51251.7,0
2018-05-10 21:18:00,30542397440.0,11198267392.0,116391936.0,5282725888.0,276.0,120245.0,0.0,6581.2,17.0,1113.0,3525.4,9819.4,0
2018-05-10 21:18:01,30542397440.0,11198267392.0,116391936.0,5282725888.0,231.0,120290.0,0.0,3359.3,8.9,1095.9,6659.3,42577.8,0
2018-05-10 21:18:02,30542397440.0,11198267392.0,116391936.0,5282725888.0,244.0,120277.0,0.0,6665.6,1.0,708.0,6374.6,9761.0,0
2018-05-10 21:18:03,30542397440.0,11198267392.0,116391936.0,5282725888.0,257.0,120265.0,0.0,9583.7,2.0,845.5,7955.5,63058.9,0
2018-05-10 21:18:04,30542397440.0,11198267392.0,116391936.0,5282725888.0,263.0,120258.0,0.0,3274.1,1.0,817.7,6491.2,103738.4,0
2018-05-10 21:18:05,30542397440.0,11292114944.0,132644864.0,5282725888.0,276.0,120245.0,0.0,6555.7,9.0,1006.1,6651.4,107939.4,0
2018-05-10 21:18:06,30542397440.0,11292114944.0,132644864.0,5282725888.0,289.0,120232.0,0.0,6641.7,5.9,1081.9,5659.9,6910.9,0
2018-05-10 21:18:07,30542397440.0,11292114944.0,132644864.0,5282725888.0,244.0,120277.0,0.0,3606.0,6.9,1359.6,7372.1,3272.9,0
2018-05-10 21:18:08,30542397440.0,11292114944.0,132644864.0,5282725888.0,257.0,120265.0,0.0,6529.2,3.0,792.6,6537.4,48541.4,0
2018-05-10 21:18:09,30542397440.0,11292114944.0,132644864.0,5282725888.0,269.0,120252.0,0.0,6539.7,1.0,768.8,3284.3,85503.2,0
2018-05-10 21:18:10,30542397440.0,11292114944.0,132644864.0,5282725888.0,277.0,120245.0,0.0,3314.2,6.1,1140.3,6892.8,8412.7,0
2018-05-10 21:18:11,30542397440.0,11292114944.0,132644864.0,5282725888.0,232.0,120290.0,0.0,7071.7,4.0,994.3,6844.2,48904.3,0
2018-05-10 21:18:12,30542397440.0,11292114944.0,132644864.0,5282725888.0,244.0,120277.0,0.0,7308.7,1.0,784.8,3310.1,48629.8,0
2018-05-10 21:18:13,30542397440.0,11292114944.0,132644864.0,5282725888.0,251.0,120271.0,0.0,7226.7,0.0,764.7,11802.2,3262.6,0
2018-05-10 21:18:14,30542397440.0,11292114944.0,132644864.0,5282725888.0,263.0,120258.0,0.0,6532.2,0.0,752.9,6871.6,48542.0,0
2018-05-10 21:18:15,30542397440.0,11292114944.0,132644864.0,5128585216.0,277.0,120245.0,0.0,6580.9,24.2,1112.1,3698.6,77711.8,0
2018-05-10 21:18:16,30542397440.0,11292114944.0,132644864.0,5128585216.0,283.0,120238.0,0.0,3654.3,2.0,1163.6,7577.8,16439.9,0
2018-05-10 21:18:17,30542397440.0,11292114944.0,132644864.0,5128585216.0,296.0,120225.0,0.0,7196.5,1.0,777.7,7004.7,48059.2,0
2018-05-10 21:18:18,30542397440.0,11292114944.0,132644864.0,5128585216.0,309.0,120213.0,0.0,6515.3,1.0,795.8,3267.7,91003.6,0
2018-05-10 21:18:19,30542397440.0,11292114944.0,132644864.0,5128585216.0,315.0,120206.0,0.0,6123.6,0.0,811.1,6546.3,9746.7,0
2018-05-10 21:18:20,30542397440.0,11253841920.0,28311552.0,5128585216.0,328.0,120193.0,0.0,3668.6,7.0,1245.6,7025.7,84282.1,0
2018-05-10 21:18:21,30542397440.0,11253841920.0,28311552.0,5128585216.0,238.0,120283.0,0.0,6678.1,24.0,1182.6,3686.5,10555.3,0
2018-05-10 21:18:22,30542397440.0,11253841920.0,28311552.0,5128585216.0,245.0,120277.0,0.0,6618.3,84.0,876.5,6552.9,48328.7,0
2018-05-10 21:18:23,30542397440.0,11253841920.0,28311552.0,5128585216.0,257.0,120264.0,0.0,3254.6,42.4,839.6,12323.3,45546.0,0
2018-05-10 21:18:24,30542397440.0,11253841920.0,28311552.0,5128585216.0,270.0,120251.0,0.0,6509.7,7.8,791.7,3722.7,90772.7,0
2018-05-10 21:18:25,30542397440.0,11253841920.0,28311552.0,4955045888.0,277.0,120244.0,0.0,6722.9,7.0,1521.9,9126.0,48815.0,0
2018-05-10 21:18:26,30542397440.0,11253841920.0,28311552.0,4955045888.0,232.0,120289.0,0.0,3556.4,5.0,1176.6,7479.6,45752.3,0
2018-05-10 21:18:27,30542397440.0,11253841920.0,28311552.0,4955045888.0,245.0,120277.0,0.0,6527.4,0.0,785.7,3278.3,48652.1,0
2018-05-10 21:18:28,30542397440.0,11253841920.0,28311552.0,4955045888.0,251.0,120270.0,0.0,6496.8,0.0,810.6,6540.4,48709.8,0
2018-05-10 21:18:29,30542397440.0,11253841920.0,28311552.0,4955045888.0,264.0,120257.0,0.0,3233.7,1.0,801.0,6567.6,3231.5,0
2018-05-10 21:18:30,30542397440.0,11210326016.0,76021760.0,4955045888.0,277.0,120244.0,0.0,6517.4,0.0,1126.9,3610.7,91651.2,0
2018-05-10 21:18:31,30542397440.0,11210326016.0,76021760.0,4955045888.0,232.0,120289.0,0.0,7600.9,2.0,1026.1,7058.3,6719.2,0
2018-05-10 21:18:32,30542397440.0,11210326016.0,76021760.0,4955045888.0,245.0,120276.0,0.0,3312.3,1.0,798.4,6534.1,3248.6,0
2018-05-10 21:18:33,30542397440.0,11210326016.0,76021760.0,4955045888.0,258.0,120264.0,0.0,6491.7,0.0,749.9,14020.4,6489.8,0
2018-05-10 21:18:34,30542397440.0,11210326016.0,76021760.0,4955045888.0,264.0,120257.0,0.0,6496.8,0.0,766.9,6572.0,48866.2,0
2018-05-10 21:18:35,30542397440.0,11210326016.0,76021760.0,4955045888.0,277.0,120244.0,0.0,3273.4,28.0,1175.7,7119.7,3293.0,0
2018-05-10 21:18:36,30542397440.0,11210326016.0,76021760.0,4777312256.0,290.0,120231.0,0.0,7799.5,7.8,1270.1,5105.1,52605.4,0
2018-05-10 21:18:37,30542397440.0,11210326016.0,76021760.0,4777312256.0,297.0,120225.0,0.0,6593.3,3.0,796.9,6544.5,87948.4,0
2018-05-10 21:18:38,30542397440.0,11210326016.0,76021760.0,4777312256.0,309.0,120212.0,0.0,3254.4,3.0,791.8,6535.9,3248.5,0
2018-05-10 21:18:39,30542397440.0,11210326016.0,76021760.0,4777312256.0,322.0,120199.0,0.0,6504.8,2.0,785.8,3299.6,48137.3,0
2018-05-10 21:18:40,30542397440.0,11192500224.0,99090432.0,4777312256.0,329.0,120192.0,0.0,6552.9,50.5,1343.3,7064.4,6531.1,0
2018-05-10 21:18:41,30542397440.0,11192500224.0,99090432.0,4777312256.0,233.0,120289.0,0.0,3418.4,100.0,1011.0,6907.0,3539.9,0
2018-05-10 21:18:42,30542397440.0,11192500224.0,99090432.0,4777312256.0,245.0,120276.0,0.0,6590.1,45.5,940.3,3357.8,48655.5,0
2018-05-10 21:18:43,30542397440.0,11192500224.0,99090432.0,4777312256.0,252.0,120270.0,0.0,11035.8,0.0,839.6,13351.9,48715.2,0
2018-05-10 21:18:44,30542397440.0,11192500224.0,99090432.0,4777312256.0,264.0,120257.0,0.0,3253.4,0.0,797.8,6834.5,3332.9,0
2018-05-10 21:18:45,30542397440.0,11192500224.0,99090432.0,4777312256.0,278.0,120244.0,0.0,6543.8,12.0,1732.2,5985.0,49046.9,0
2018-05-10 21:18:46,30542397440.0,11192500224.0,99090432.0,4777312256.0,233.0,120289.0,0.0,6820.8,5.0,1414.6,7641.6,10090.8,0
2018-05-10 21:18:47,30542397440.0,11192500224.0,99090432.0,4777312256.0,245.0,120276.0,0.0,3265.9,1.0,771.6,6497.4,42050.6,0
2018-05-10 21:18:48,30542397440.0,11192500224.0,99090432.0,4777312256.0,258.0,120263.0,0.0,6500.0,0.0,764.0,3285.8,48525.6,0
2018-05-10 21:18:49,30542397440.0,11192500224.0,99090432.0,4777312256.0,264.0,120257.0,0.0,6494.7,1.0,799.5,6522.3,9736.0,0
2018-05-10 21:18:50,30542397440.0,11192500224.0,99090432.0,4668260352.0,278.0,120243.0,0.0,3308.5,14.0,1260.5,6999.1,83699.0,0
2018-05-10 21:18:51,30542397440.0,11192500224.0,99090432.0,4668260352.0,239.0,120282.0,0.0,7579.5,1.0,830.5,3590.2,6828.1,0
2018-05-10 21:18:52,30542397440.0,11192500224.0,99090432.0,4668260352.0,245.0,120276.0,0.0,6502.4,0.0,813.5,6509.6,48130.6,0
2018-05-10 21:18:53,30542397440.0,11192500224.0,99090432.0,4668260352.0,258.0,120263.0,0.0,8678.7,1.0,788.1,11393.5,45456.1,0
2018-05-10 21:18:54,30542397440.0,11192500224.0,99090432.0,4668260352.0,271.0,120251.0,0.0,6492.1,0.0,775.0,3900.3,90754.5,0
2018-05-10 21:18:55,30542397440.0,11205083136.0,102760448.0,4668260352.0,276.0,120245.0,0.0,6525.2,48.0,1887.0,7115.9,52058.1,0
2018-05-10 21:18:56,30542397440.0,11205083136.0,102760448.0,4668260352.0,231.0,120290.0,0.0,4538.2,1.0,1038.1,7788.9,84885.5,0
2018-05-10 21:18:57,30542397440.0,11205083136.0,102760448.0,4668260352.0,244.0,120278.0,0.0,6510.9,0.0,791.7,3265.0,48788.9,0
2018-05-10 21:18:58,30542397440.0,11205083136.0,102760448.0,4668260352.0,250.0,120271.0,0.0,6505.1,2.0,816.5,6504.4,48631.4,0
2018-05-10 21:18:59,30542397440.0,11205083136.0,102760448.0,4668260352.0,263.0,120259.0,0.0,3248.3,2.0,709.1,6650.3,6490.6,0
2018-05-10 21:19:00,30542397440.0,11205083136.0,102760448.0,4510973952.0,276.0,120245.0,0.0,6539.4,20.8,1249.2,3777.8,73825.8,0
2018-05-10 21:19:01,30542397440.0,11205083136.0,102760448.0,4510973952.0,231.0,120290.0,0.0,6616.9,45.0,1009.8,6674.1,9951.2,0
2018-05-10 21:19:02,30542397440.0,11205083136.0,102760448.0,4510973952.0,243.0,120278.0,0.0,3426.5,1.0,1053.8,6577.1,50039.7,0
2018-05-10 21:19:03,30542397440.0,11205083136.0,102760448.0,4510973952.0,256.0,120265.0,0.0,12371.2,3.0,794.3,11514.4,106810.3,0
2018-05-10 21:19:04,30542397440.0,11205083136.0,102760448.0,4510973952.0,262.0,120259.0,0.0,6498.7,8.0,814.7,3566.1,56945.5,0
2018-05-10 21:19:05,30542397440.0,11162615808.0,128974848.0,4510973952.0,276.0,120245.0,0.0,3353.7,36.0,1530.8,9368.7,47621.3,0
2018-05-10 21:19:06,30542397440.0,11162615808.0,128974848.0,4510973952.0,289.0,120233.0,0.0,6943.5,6.9,1038.7,7403.9,48886.0,0
2018-05-10 21:19:07,30542397440.0,11162615808.0,128974848.0,4510973952.0,295.0,120226.0,0.0,6494.4,4.0,740.6,3273.5,6495.2,0
2018-05-10 21:19:08,30542397440.0,11162615808.0,128974848.0,4510973952.0,308.0,120214.0,0.0,3248.6,2.0,801.3,6515.3,45275.9,0
2018-05-10 21:19:09,30542397440.0,11162615808.0,128974848.0,4510973952.0,320.0,120201.0,0.0,6500.3,0.0,791.1,6513.0,48498.3,0
2018-05-10 21:19:10,30542397440.0,11162615808.0,128974848.0,4402446336.0,328.0,120194.0,0.0,6544.9,9.2,1178.1,3855.7,6943.2,0
2018-05-10 21:19:11,30542397440.0,11162615808.0,128974848.0,4402446336.0,340.0,120181.0,0.0,4331.3,5.0,842.2,6654.9,45606.4,0
2018-05-10 21:19:12,30542397440.0,11162615808.0,128974848.0,4402446336.0,353.0,120168.0,0.0,6501.5,3.0,797.0,6532.5,6503.5,0
2018-05-10 21:19:13,30542397440.0,11162615808.0,128974848.0,4402446336.0,359.0,120162.0,0.0,6502.4,3.0,770.7,8577.0,60055.2,0
2018-05-10 21:19:14,30542397440.0,11162615808.0,128974848.0,4402446336.0,372.0,120149.0,0.0,3253.1,0.0,808.7,6495.4,76153.6,0
2018-05-10 21:19:15,30542397440.0,11130109952.0,148897792.0,4402446336.0,385.0,120136.0,0.0,6557.8,25.0,1486.8,7865.4,6648.2,0
2018-05-10 21:19:16,30542397440.0,11130109952.0,148897792.0,4402446336.0,231.0,120290.0,0.0,7721.9,1.0,1173.6,3752.8,15011.7,0
2018-05-10 21:19:17,30542397440.0,11130109952.0,148897792.0,4402446336.0,244.0,120277.0,0.0,3245.5,0.0,780.6,6505.3,79458.1,0
2018-05-10 21:19:18,30542397440.0,11130109952.0,148897792.0,4402446336.0,257.0,120265.0,0.0,6504.4,1.0,762.2,6512.8,90996.1,0
2018-05-10 21:19:19,30542397440.0,11130109952.0,148897792.0,4402446336.0,263.0,120258.0,0.0,6506.2,2.0,752.2,3269.0,48893.5,0
2018-05-10 21:19:20,30542397440.0,11130109952.0,148897792.0,4402446336.0,277.0,120245.0,0.0,3305.3,11.1,1285.3,7062.9,-1.0,0
2018-05-10 21:19:21,30542397440.0,11130109952.0,148897792.0,4402446336.0,238.0,120283.0,0.0,6690.6,1.0,994.7,6760.6,45612.8,0
2018-05-10 21:19:22,30542397440.0,11130109952.0,148897792.0,4402446336.0,244.0,120277.0,0.0,6639.1,2.0,883.6,3309.0,49175.9,0
2018-05-10 21:19:23,30542397440.0,11130109952.0,148897792.0,4402446336.0,257.0,120264.0,0.0,15448.4,19.0,816.7,6557.6,90937.7,0
2018-05-10 21:19:24,30542397440.0,11130109952.0,148897792.0,4402446336.0,270.0,120252.0,0.0,6528.1,14.0,780.7,6836.9,3262.1,0
2018-05-10 21:19:25,30542397440.0,11123818496.0,154140672.0,4279762944.0,277.0,120245.0,0.0,6752.1,13.0,1470.5,6305.1,48691.1,0
2018-05-10 21:19:26,30542397440.0,11123818496.0,154140672.0,4279762944.0,290.0,120232.0,0.0,3560.3,2.0,966.3,7282.7,49011.6,0
2018-05-10 21:19:27,30542397440.0,11123818496.0,154140672.0,4279762944.0,302.0,120219.0,0.0,6470.4,0.0,787.7,6515.9,6469.3,0
2018-05-10 21:19:28,30542397440.0,11123818496.0,154140672.0,4279762944.0,309.0,120213.0,0.0,6467.8,1.0,766.8,3264.9,3231.3,0
2018-05-10 21:19:29,30542397440.0,11123818496.0,154140672.0,4279762944.0,321.0,120200.0,0.0,6466.9,0.0,769.2,7181.6,90774.2,0
2018-05-10 21:19:30,30542397440.0,11123818496.0,154140672.0,4279762944.0,335.0,120186.0,0.0,3286.8,9.9,1209.4,7181.4,9742.8,0
2018-05-10 21:19:31,30542397440.0,11123818496.0,154140672.0,4279762944.0,341.0,120180.0,0.0,7546.2,1.0,777.9,3385.8,84836.1,0
2018-05-10 21:19:32,30542397440.0,11123818496.0,154140672.0,4279762944.0,354.0,120167.0,0.0,6476.9,3.0,803.6,6518.0,6612.3,0
2018-05-10 21:19:33,30542397440.0,11123818496.0,154140672.0,4279762944.0,367.0,120155.0,0.0,16240.0,4.0,780.1,15939.8,48746.1,0
2018-05-10 21:19:34,30542397440.0,11123818496.0,154140672.0,4279762944.0,373.0,120148.0,0.0,6480.8,2.0,785.9,3351.8,45455.2,0
2018-05-10 21:19:35,30542397440.0,11123818496.0,154140672.0,4183293952.0,386.0,120135.0,0.0,6522.0,16.0,1354.8,7248.7,90802.9,0
2018-05-10 21:19:36,30542397440.0,11123818496.0,154140672.0,4183293952.0,239.0,120282.0,0.0,4363.4,2.0,1384.2,7520.0,9918.2,0
2018-05-10 21:19:37,30542397440.0,11123818496.0,154140672.0,4183293952.0,245.0,120276.0,0.0,6574.1,0.0,928.4,3269.5,42330.4,0
